lat,lng,level,observed
54.37724399447,18.607398400174,4,2021-08-14 09:30:00
54.377181504761,18.6077631806,3,2021-08-14 09:30:00
54.308086314925,18.600733280182,1,2021-08-14 16:02:00
54.321437818008,18.548857005148,4,2021-08-13 19:05:00
54.347880043573,18.565381562319,4,2021-08-14 20:12:00
54.425324569668,18.472509912591,4,2021-08-14 20:14:00
54.334073119002,18.543709211642,3,2021-08-14 20:49:00
54.468597184085,18.484145585292,3,2021-08-14 21:32:00
54.350246114016,18.536310114766,3,2021-08-14 22:01:00
54.349315575716,18.536062514754,1,2021-08-14 22:05:00
54.33305409634,18.542346954346,4,2021-08-14 22:13:00
54.328536661812,18.557594883978,5,2021-08-14 22:33:00
54.32765111565,18.560969460765,2,2021-08-14 22:45:00
54.333328522703,18.55815833045,1,2021-08-14 22:48:00
54.554609850176,18.441752467379,5,2021-08-15 00:17:00
54.421697478939,18.601883245604,2,2021-08-15 01:23:00
54.41341928516,18.580725939442,5,2021-08-15 01:25:00
54.401692317279,18.587364789491,5,2021-08-15 01:59:00
54.377158064666,18.525652885437,3,2021-08-15 02:10:00
54.431736809059,18.582060826128,5,2021-08-15 08:50:00
54.421915162905,18.582180466309,3,2021-08-15 19:11:00
54.421952605199,18.564941695244,3,2021-08-15 19:11:00
54.327725208835,18.560851596893,5,2021-08-15 19:54:00
54.330089925575,18.569731969037,5,2021-08-15 21:00:00
54.323287844613,18.559643829844,4,2021-08-15 21:09:00
54.338455121919,18.624016423892,5,2021-08-15 21:09:00
54.309698123991,18.553468451367,5,2021-08-15 22:01:00
54.327174644327,18.558521931773,5,2021-08-15 21:17:00
54.350053548283,18.572087287903,4,2021-08-15 22:15:00
54.337645516858,18.587622642517,4,2021-08-15 22:28:00
54.353740942825,18.612711828161,4,2021-08-15 22:37:00
54.330127386948,18.565832904209,1,2021-08-15 22:34:00
54.359613557699,18.626257238371,3,2021-08-15 22:39:00
54.33495766029,18.582447497274,5,2021-08-15 22:45:00
54.337645516858,18.587622642517,3,2021-08-15 22:53:00
54.330289626395,18.584481767965,4,2021-08-15 23:31:00
54.350504031191,18.586366599915,3,2021-08-16 00:30:00
54.346426754552,18.534163878694,5,2021-08-16 08:01:00
54.351092506482,18.532680694382,3,2021-08-16 08:06:00
54.345641458225,18.533785912604,4,2021-08-16 08:13:00
54.344479821077,18.532100346456,5,2021-08-16 08:26:00
54.371723016564,18.52536735427,3,2021-08-16 08:36:00
54.41223771197,18.578172001538,3,2021-08-16 08:42:00
54.331509761726,18.539516140863,4,2021-08-16 08:48:00
54.332299014479,18.538794216266,5,2021-08-16 05:20:00
54.331998734722,18.539523777118,3,2021-08-16 09:40:00
54.403469197972,18.588174930112,3,2021-08-16 09:44:00
54.356846777996,18.589110902083,3,2021-08-16 01:50:00
54.348469622985,18.563886540353,2,2021-08-16 12:21:00
54.348482090584,18.564101029426,3,2021-08-15 20:00:00
54.341273894927,18.563816055376,4,2021-08-16 14:51:00
54.336678201876,18.557177097131,3,2021-08-16 15:30:00
54.30811135287,18.600862026215,4,2021-08-16 21:49:00
54.325461834731,18.619898068716,4,2021-08-16 22:59:00
54.329269694506,18.614227396456,4,2021-08-16 23:10:00
54.315840742702,18.600351039337,4,2021-08-16 23:12:00
54.34339571884,18.588070343727,5,2021-08-16 23:13:00
54.337433335885,18.576405633175,5,2021-08-16 23:13:00
54.314986435542,18.606376696053,3,2021-08-16 23:17:00
54.325671384397,18.61269743629,4,2021-08-16 23:20:00
54.320616493339,18.588660666958,1,2021-08-16 23:48:00
54.343189726935,18.563284677841,5,2021-08-17 07:08:00
54.313989566801,18.583787533485,1,2021-08-16 22:00:00
54.284683870297,18.59040222764,3,2021-08-17 07:52:00
54.327775220791,18.560993167849,2,2021-08-17 09:59:00
54.322397371234,18.553129855911,5,2021-08-17 11:47:00
54.323461100461,18.556927863876,4,2021-08-17 07:47:00
54.32254754644,18.561884586136,4,2021-08-14 22:10:00
54.337605261545,18.561020536669,3,2021-08-17 13:30:00
54.339568956011,18.560550026451,4,2021-08-17 13:30:00
54.331611667178,18.554793943073,3,2021-08-17 13:55:00
54.328844138794,18.558051471084,3,2021-08-17 21:11:00
54.326945700965,18.562654828,3,2021-08-18 07:20:00
54.321503170285,18.557298384258,3,2021-08-18 06:40:00
54.324635609301,18.550314073726,1,2021-08-18 07:21:00
54.321774202722,18.561541263382,3,2021-08-18 12:02:00
54.323719546745,18.556659221649,3,2021-08-18 16:30:00
54.32708573447,18.557667732239,5,2021-08-18 17:21:00
54.329925308023,18.581228642951,3,2021-08-18 18:28:00
54.327148154659,18.558533365325,4,2021-08-18 21:13:00
54.327123128296,18.558254415588,5,2021-08-18 09:30:00
54.32706056232,18.558705026702,5,2021-08-17 23:30:00
54.330272093753,18.56813078829,5,2021-08-18 21:15:00
54.337101414424,18.583370710365,2,2021-08-18 22:38:00
54.34353139801,18.592660600473,5,2021-08-19 07:56:00
54.324960245557,18.559100278888,3,2021-08-19 08:22:00
54.326831739201,18.587112411704,3,2021-08-19 10:11:00
54.324829566593,18.585567459311,3,2021-08-19 10:11:00
54.333608814719,18.540411893384,5,2021-08-16 07:01:00
54.331303477909,18.602590211907,3,2021-08-19 14:44:00
54.326172260947,18.592085838318,2,2021-08-19 19:37:00
54.330871663343,18.568316028619,5,2021-08-19 20:07:00
54.328560807823,18.559086941823,5,2021-08-19 20:19:00
54.328574106844,18.563475373351,1,2021-08-19 20:27:00
54.330123025493,18.562036607529,3,2021-08-19 20:28:00
54.331794454092,18.550721607476,5,2021-08-19 21:00:00
54.351866128403,18.570906961307,2,2021-08-19 21:19:00
54.333279812956,18.552376365088,5,2021-08-19 23:56:00
54.32587932415,18.591597593599,3,2021-08-20 18:01:00
54.316890690049,18.634790915779,2,2021-08-20 20:34:00
54.323032117726,18.576247724882,4,2021-08-20 20:54:00
54.323394175711,18.617148399353,1,2021-08-20 21:08:00
54.325999707551,18.608350960702,3,2021-08-20 21:20:00
54.335364608363,18.608962718765,3,2021-08-20 21:40:00
54.326043400088,18.586475547041,3,2021-08-20 21:55:00
54.326431317195,18.586067851271,3,2021-08-20 21:55:00
54.329821934979,18.569358266987,5,2021-08-20 21:57:00
54.326972684835,18.561105671599,3,2021-08-20 22:02:00
54.337177639321,18.608844701569,3,2021-08-20 22:16:00
54.327537350073,18.563693609843,5,2021-08-20 21:00:00
54.328254770032,18.559326004651,5,2021-08-20 22:35:00
54.316937790764,18.635008756003,1,2021-08-21 07:06:00
54.31971480108,18.565607070923,4,2021-08-20 20:00:00
54.318663490742,18.566014766693,4,2021-08-20 21:15:00
54.33273268317,18.558205405003,5,2021-08-21 20:54:00
54.328762468685,18.563375473022,4,2021-08-21 21:05:00
54.327653228676,18.561244849283,5,2021-08-21 21:18:00
54.327406616823,18.560854841416,4,2021-08-21 22:00:00
54.328386381456,18.592575298673,5,2021-08-21 23:09:00
54.322055121672,18.561336994171,4,2021-08-21 23:18:00
54.339173360357,18.614267515283,5,2021-08-21 23:19:00
54.329425635741,18.58592748642,5,2021-08-21 23:43:00
54.326581849284,18.620821323779,1,2021-08-21 23:54:00
54.313836094889,18.589740420248,5,2021-08-22 00:19:00
54.338634520268,18.621801710731,5,2021-08-20 22:19:00
54.323719546745,18.556659221649,4,2021-08-21 22:10:00
54.314223718767,18.549924215912,3,2021-08-25 06:45:00
54.331641828115,18.609079417726,3,2021-08-25 07:47:00
54.32606386445,18.596913647726,3,2021-08-25 06:32:00
54.307855242875,18.600880887018,3,2021-08-25 01:03:00
54.270261638844,18.623113632202,3,2021-08-24 22:40:00
54.49991013185,18.480109858871,5,2021-08-25 10:13:00
54.26550124008,18.626700177458,3,2021-08-25 07:40:00
54.326418974685,18.560938302664,5,2021-08-25 11:00:00
54.327007578067,18.583095495026,3,2021-08-25 07:32:00
54.350194999993,18.582701533626,1,2021-08-25 13:38:00
54.330668331843,18.559473966309,5,2021-08-25 18:08:00
54.327318811242,18.560569820246,5,2021-08-25 18:54:00
54.35485529536,18.641990582603,1,2021-08-25 19:05:00
54.354476850884,18.644224751631,3,2021-08-25 19:05:00
54.333751482054,18.558536909936,1,2021-08-25 10:30:00
54.266299329546,18.623425554925,3,2021-08-25 16:27:00
54.337862246657,18.569664941438,5,2021-08-25 17:00:00
54.431090716739,18.570102874558,2,2021-08-26 00:51:00
54.308216917203,18.599847955126,2,2021-08-26 08:47:00
54.356202163932,18.644960493408,3,2021-08-25 19:30:00
54.309529576815,18.599895817711,2,2021-08-26 11:00:00
54.313666610724,18.597187255853,3,2021-08-26 22:45:00
54.297082420674,18.606457404732,3,2021-08-27 01:18:00
54.30840377152,18.601398196155,3,2021-08-27 06:00:00
54.361201561565,18.515547538784,3,2021-08-27 20:17:00
54.293248239606,18.59322275133,3,2021-08-27 20:17:00
54.327668778355,18.560995833952,5,2021-08-27 21:29:00
54.322095989122,18.560207032306,5,2021-08-27 21:35:00
54.324865994991,18.606984645718,3,2021-08-27 22:51:00
54.307664451236,18.600066103292,3,2021-08-27 23:00:00
54.310885664552,18.596527595461,5,2021-08-27 23:23:00
54.307623941154,18.600149949954,4,2021-08-27 23:00:00
54.309438342186,18.603951931,4,2021-08-27 23:45:00
54.300449030763,18.607492446899,3,2021-08-28 09:32:00
54.29517593293,18.593010053599,3,2021-08-28 09:39:00
54.297644164154,18.606376647949,4,2021-08-27 23:00:00
54.308168333467,18.56665910037,3,2021-08-28 16:42:00
54.327869573299,18.561129990896,5,2021-08-28 16:59:00
54.330255673104,18.561908991641,4,2021-08-28 16:08:00
54.30811135287,18.600862026215,2,2021-08-28 16:35:00
54.305246169116,18.563789767671,3,2021-08-28 17:10:00
54.309910372564,18.602007706022,4,2021-08-28 22:23:00
54.306884475629,18.569920063019,5,2021-08-28 22:36:00
54.302628022154,18.607396376727,4,2021-08-28 23:01:00
54.308727604432,18.600988678417,3,2021-08-29 00:10:00
54.2878256262,18.50593328476,1,2021-08-29 12:31:00
54.282902458324,18.511598943015,3,2021-08-28 12:31:00
54.308952045751,18.611200005651,1,2021-08-29 14:15:00
54.311161612384,18.598796558079,3,2021-08-30 08:30:00
54.307994426109,18.600770663914,3,2021-08-29 10:00:00
54.308557777457,18.601221275029,3,2021-08-29 18:00:00
54.330545547585,18.560763712579,1,2021-02-01 15:19:00
54.317533008809,18.542519516582,1,2021-08-30 21:24:00
54.325850896545,18.607253081163,1,2021-08-31 23:51:00
54.353107976005,18.497065984412,5,2021-09-01 16:29:00
54.331377537093,18.5484623909,4,2021-09-01 17:06:00
54.308588027943,18.567957107346,5,2021-09-01 21:50:00
54.302690282351,18.585197925568,5,2021-09-01 22:03:00
54.307410284639,18.570306301117,5,2021-09-01 22:23:00
54.306746289871,18.570280648569,5,2021-09-01 22:57:00
54.331849836775,18.550416814695,4,2021-09-02 14:43:00
54.308521836807,18.567853022558,5,2021-09-02 15:13:00
54.349701937172,18.526709063774,3,2021-09-02 19:01:00
54.306759371338,18.569856831352,3,2021-09-02 19:17:00
54.3072475685,18.567860794802,5,2021-09-02 19:32:00
54.307390235869,18.568375367885,5,2021-09-02 19:34:00
54.307317930635,18.568267298716,5,2021-09-02 19:33:00
54.30811135287,18.600862026215,4,2021-09-02 20:10:00
54.390250515016,18.609164756524,5,2021-09-02 20:40:00
54.411450685627,18.601273563036,3,2021-09-02 22:07:00
54.355153702131,18.608405811908,5,2021-08-15 22:15:00
54.410200094905,18.60406439962,3,2021-09-02 23:15:00
54.388858703689,18.655188130468,5,2021-09-03 09:22:00
54.409353779622,18.594580296032,5,2021-09-03 09:22:00
54.404761992818,18.576420096229,5,2021-09-03 09:56:00
54.404922228361,18.576349992471,5,2021-09-03 09:56:00
54.4006292343,18.575177614014,3,2021-09-03 09:56:00
54.412048618169,18.595531094669,4,2021-09-03 10:03:00
54.394968585219,18.594049846615,2,2021-09-03 10:20:00
54.407323928353,18.547513538912,3,2021-09-03 11:10:00
54.399133397741,18.603551687581,3,2021-09-03 11:21:00
54.404152648412,18.591831439714,4,2021-09-03 11:00:00
54.380700783143,18.587300994558,2,2021-09-03 12:14:00
54.354775790605,18.608131814076,3,2021-09-03 12:18:00
54.381320925633,18.59672550351,1,2021-09-03 12:18:00
54.307326248263,18.570017043869,3,2021-09-03 12:24:00
54.364107650543,18.612479631095,4,2021-09-03 13:09:00
54.354693089669,18.593566417694,1,2021-09-03 11:20:00
54.398670826974,18.577989652166,3,2021-09-03 14:05:00
54.426861127078,18.562840286531,3,2021-09-03 14:05:00
54.40461281111,18.561942514962,4,2021-09-03 14:08:00
54.353897119249,18.607750458675,2,2021-09-03 14:12:00
54.389685476838,18.627164881708,3,2021-09-02 20:12:00
54.377827059732,18.524787666278,3,2021-09-03 14:44:00
54.326931546662,18.596291963379,4,2021-09-03 12:00:00
54.400467818299,18.661588595603,2,2021-09-03 09:00:00
54.350752680092,18.533353971876,4,2021-09-03 13:08:00
54.406051496021,18.571662573244,5,2021-09-03 16:25:00
54.393126296164,18.612890473398,4,2021-09-03 09:06:00
54.130531934458,18.694006925101,3,2021-09-03 23:37:00
54.307684888305,18.600139814091,4,2021-09-04 07:04:00
54.306590368234,18.559090683317,1,2021-09-04 08:15:00
54.30811135287,18.600862026215,4,2021-09-04 02:30:00
54.299072132882,18.612428132813,1,2010-09-04 20:38:00
54.30191399673,18.576507568359,3,2021-09-04 09:45:00
54.332375908238,18.538929156819,5,2021-09-05 22:58:00
54.350528781453,18.531875610352,4,2021-09-05 22:23:00
54.322122704834,18.57440542885,5,2021-09-06 07:12:00
54.326029679207,18.585793582407,1,2021-09-06 07:19:00
54.326818023302,18.587166873423,3,2021-09-06 07:19:00
54.330583868764,18.586185890771,4,2021-09-06 07:24:00
54.327715323538,18.56084262871,5,2021-09-06 07:36:00
54.312442688201,18.595519065857,3,2021-09-06 07:20:00
54.327355318384,18.592574339684,5,2021-09-06 07:49:00
54.316347150922,18.596716721782,5,2021-09-06 06:50:00
54.343530064972,18.592582811832,4,2021-09-06 00:30:00
54.348355675253,18.623577847312,4,2021-09-06 07:56:00
54.337910643031,18.603019338049,5,2021-09-06 08:03:00
54.330259002628,18.581592482147,5,2021-09-06 08:02:00
54.349820750768,18.613354540078,4,2021-09-06 08:22:00
54.375458307128,18.60912322998,5,2021-09-06 08:24:00
54.332306373767,18.601490207812,5,2021-09-06 08:33:00
54.337761073314,18.60724086394,5,2021-09-06 08:33:00
54.334577170885,18.582355205338,5,2021-09-06 08:34:00
54.327569280118,18.592963160229,4,2021-09-06 08:37:00
54.327048964018,18.591222698302,3,2021-09-06 08:48:00
54.316378372754,18.593997077082,5,2021-09-06 08:48:00
54.327145292522,18.558542943545,5,2021-09-06 08:54:00
54.327136429083,18.55880043561,5,2021-09-06 01:30:00
54.348310218694,18.529833595627,3,2021-09-06 09:52:00
54.326533564925,18.567721072952,5,2021-09-06 07:30:00
54.339847215108,18.548183441162,3,2021-08-06 10:57:00
54.331848994932,18.539903374677,5,2021-09-06 11:37:00
54.330938637047,18.606029237005,5,2021-09-06 07:38:00
54.324260343247,18.613118176161,5,2021-09-06 07:00:00
54.331097404951,18.568989060215,5,2021-09-06 08:00:00
54.381453057038,18.483399740488,3,2021-09-06 16:21:00
54.301544878229,18.582589879171,3,2021-09-06 17:21:00
54.338765128382,18.561077180651,4,2021-09-06 18:48:00
54.352571693956,18.533562683422,4,2021-09-06 19:56:00
54.351878238101,18.530948600565,4,2021-09-06 19:56:00
54.351871478453,18.532144053134,4,2021-09-06 19:56:00
54.344600479682,18.541252613068,3,2021-09-06 20:32:00
54.349796854246,18.552997650717,3,2021-09-06 20:32:00
54.347480551122,18.554871607376,5,2021-09-06 20:51:00
54.433920310839,18.567408002764,5,2021-09-06 20:57:00
54.410882811146,18.587437131625,3,2021-09-06 21:12:00
54.401577924832,18.588816869094,5,2021-09-06 21:26:00
54.351257380721,18.558093593807,4,2021-09-06 21:35:00
54.410212370347,18.587456364524,3,2021-09-06 21:43:00
54.411503962475,18.597531362009,1,2021-09-06 21:54:00
54.411333233551,18.596709387657,3,2021-09-06 21:54:00
54.383081669583,18.589210510254,4,2021-09-06 22:08:00
54.334666967101,18.62369762327,1,2021-09-06 07:32:00
54.383290078308,18.591304488662,4,2021-09-06 22:36:00
54.384797730636,18.592576878964,4,2021-09-06 22:36:00
54.402531295939,18.589143587275,5,2021-09-06 22:39:00
54.331840208434,18.557404873262,4,2021-09-06 22:42:00
54.333164531546,18.559136217712,4,2021-09-06 22:53:00
54.381282183801,18.590476512909,5,2021-09-06 23:08:00
54.380696031049,18.587774589556,3,2021-09-06 23:13:00
54.333016988414,18.558910352704,3,2021-09-06 23:15:00
54.337275895084,18.557138773614,4,2021-09-06 23:16:00
54.33033228615,18.559259429092,4,2021-09-06 23:26:00
54.32708573447,18.557667732239,4,2021-09-07 00:14:00
54.353898099349,18.607671713526,5,2021-09-07 03:11:00
54.339918053832,18.61096463219,2,2021-09-07 05:55:00
54.325449717069,18.593502356608,3,2021-09-07 07:08:00
54.343770393116,18.620415824708,5,2021-09-07 08:12:00
54.330462286048,18.559986748185,5,2021-09-07 08:18:00
54.328161958084,18.559244981567,5,2021-09-07 08:19:00
54.331738297594,18.557290311893,5,2021-09-07 08:38:00
54.372834110977,18.610738996968,4,2021-09-07 08:46:00
54.355190288408,18.593408523928,2,2021-09-07 08:30:00
54.349969339431,18.570223514648,5,2021-09-07 09:14:00
54.385416416567,18.590752170739,2,2021-09-07 09:57:00
54.362851758215,18.565351322118,4,2021-09-07 09:59:00
54.382338317281,18.588719110304,5,2021-09-07 10:00:00
54.327133937377,18.558543493092,4,2021-09-07 07:11:00
54.331160359944,18.556879052795,5,2021-09-07 08:45:00
54.385222524872,18.578276101737,2,2021-09-07 11:54:00
54.395071071036,18.57695880483,2,2021-09-07 12:09:00
54.329891576795,18.59989603871,3,2021-09-07 05:00:00
54.35120864721,18.559016188572,2,2021-09-07 10:57:00
54.353144342149,18.532668356145,5,2021-09-07 18:41:00
54.353916661633,18.537625078404,5,2021-09-06 20:00:00
54.353022689815,18.645755770924,3,2021-09-07 19:17:00
54.349576708067,18.540430655815,5,2021-09-07 19:18:00
54.316713213184,18.548342601538,5,2021-09-07 19:20:00
54.352430416164,18.533938968119,5,2021-09-07 19:20:00
54.35058408335,18.534386579315,4,2021-09-07 19:27:00
54.350834203527,18.534214917938,4,2021-09-06 19:27:00
54.350179958172,18.530372321751,5,2021-09-07 19:30:00
54.345057834758,18.532789683412,5,2021-09-07 20:03:00
54.351954915482,18.527764739604,5,2021-09-07 20:07:00
54.333932421823,18.543527665661,5,2021-09-07 20:14:00
54.301563814068,18.580762387487,3,2021-09-07 20:25:00
54.3488954793,18.534350684094,5,2021-09-07 20:38:00
54.327642000318,18.563297246173,4,2021-09-07 21:05:00
54.324097005278,18.55336485643,4,2021-09-07 20:45:00
54.331114786538,18.555264472961,5,2021-09-07 21:08:00
54.332376061722,18.560704496692,5,2021-09-07 21:08:00
54.381295013244,18.587014017653,4,2021-09-07 21:12:00
54.327767952485,18.56115071733,5,2021-09-07 21:12:00
54.338658473196,18.561385072104,5,2021-09-07 21:08:00
54.326965762856,18.562606041347,5,2021-09-07 21:18:00
54.327198470331,18.562238965678,4,2021-09-07 21:23:00
54.396894235221,18.595377528221,4,2021-09-07 21:38:00
54.33124513119,18.553346402333,5,2021-09-07 21:40:00
54.330958446624,18.560519508057,5,2021-09-07 21:46:00
54.338888285018,18.564711675283,4,2021-08-06 09:00:00
54.326675226845,18.55710036967,1,2021-09-07 21:48:00
54.326555512277,18.555766027001,5,2021-09-07 21:48:00
54.410626445444,18.567543850118,5,2021-09-07 21:51:00
54.383081669583,18.589210510254,4,2021-09-07 22:03:00
54.407875686459,18.594832517254,3,2021-09-07 22:05:00
54.351704742279,18.572720409268,4,2021-09-07 22:05:00
54.361160923742,18.593047547106,3,2021-09-07 22:08:00
54.363193853018,18.568192322208,4,2021-09-07 22:09:00
54.387901646108,18.603359359553,3,2021-09-07 22:11:00
54.296607789375,18.523302978461,1,2021-09-07 22:12:00
54.348868371251,18.563969551666,5,2021-09-07 22:12:00
54.341844513759,18.564035722953,4,2021-09-07 22:19:00
54.375971601097,18.56364355952,1,2021-09-07 22:25:00
54.340333514095,18.560130014345,5,2021-09-07 22:27:00
54.401762309632,18.591276409515,5,2021-09-07 22:00:00
54.38414526449,18.590778602162,5,2021-09-07 22:48:00
54.347889917281,18.566422462463,5,2021-09-07 21:59:00
54.357013099788,18.589384675881,4,2021-09-07 23:11:00
54.385309968909,18.607231485163,4,2021-09-07 23:41:00
54.354233594959,18.578077858944,3,2021-09-07 21:30:00
54.329958380384,18.570633036327,5,2021-09-08 00:01:00
54.349440904586,18.557797445181,4,2021-09-08 00:04:00
54.334587842548,18.583222775262,5,2021-09-08 00:33:00
54.450971999351,18.548925500111,5,2021-09-07 21:29:00
54.43125239739,18.565344088571,5,2021-09-07 22:00:00
54.314057433561,18.549535274506,5,2021-09-08 06:38:00
54.332041146994,18.621937122794,2,2021-09-08 06:20:00
54.324277429053,18.61404261314,4,2021-09-08 06:49:00
54.32671154469,18.584652802846,3,2021-09-08 06:56:00
54.326799137773,18.58611192455,3,2021-09-08 06:56:00
54.363268258203,18.513012009674,3,2021-09-08 06:56:00
54.326384705833,18.603464033167,4,2021-09-08 06:38:00
54.329152167886,18.604199261955,3,2021-09-08 07:54:00
54.385610053808,18.637253549824,2,2021-09-08 08:01:00
54.411138439299,18.598823547363,1,2021-09-07 08:07:00
54.328179919313,18.599564258377,3,2021-09-08 08:54:00
54.331131665849,18.608337363179,3,2021-09-08 09:06:00
54.3534184666,18.76434617044,4,2021-09-08 09:17:00
54.376760627781,18.557896023114,4,2021-09-08 09:25:00
54.359205732593,18.589829906096,3,2021-09-08 09:30:00
54.332124019558,18.569341127197,5,2021-09-08 09:41:00
54.338826997307,18.603437455426,4,2021-09-08 09:42:00
54.32181575579,18.545147601883,5,2021-09-08 09:52:00
54.323891273922,18.561529027439,4,2021-09-08 10:05:00
54.324422861513,18.558598657878,3,2021-09-08 08:30:00
54.353133458796,18.651346586085,3,2021-09-08 10:26:00
54.349827753112,18.566320036093,3,2021-09-07 21:00:00
54.334119381898,18.650102811252,5,2021-09-08 10:35:00
54.331190604102,18.6123923849,5,2021-09-08 10:56:00
54.327080985877,18.558553207962,5,2021-09-07 20:58:00
54.339578294351,18.658741811303,2,2021-09-08 09:12:00
54.322302729169,18.582221847054,4,2021-09-08 06:00:00
54.330143168765,18.596258818926,5,2021-09-08 06:20:00
54.338073739128,18.586170910044,2,2021-09-08 13:18:00
54.361591355249,18.594539502981,5,2021-09-06 23:36:00
54.36134130055,18.594625333669,4,2021-09-07 23:36:00
54.328562265208,18.552689552307,3,2021-09-08 17:27:00
54.331124913212,18.552234424743,3,2021-09-08 17:27:00
54.344343115721,18.56405253479,2,2021-09-08 10:00:00
54.331401699244,18.551228702815,5,2021-09-08 17:38:00
54.338298918232,18.559993329486,3,2021-09-08 17:44:00
54.32769347796,18.592340414353,4,2021-09-08 04:42:00
54.331811429466,18.551444731133,5,2021-09-08 18:05:00
54.331736358842,18.55627270736,5,2021-09-08 18:05:00
54.319977624467,18.575477600098,2,2021-09-08 22:18:00
54.314674583497,18.564992871853,4,2021-09-08 22:18:00
54.306884475629,18.569920063019,5,2021-09-08 22:20:00
54.303934553997,18.585129360553,5,2021-09-08 22:35:00
54.308643344508,18.600742519374,5,2021-09-08 22:44:00
54.09244403378,18.777518013297,5,2021-09-08 22:48:00
54.323706799219,18.604926379226,5,2021-09-08 22:53:00
54.398383885991,18.601694302951,4,2021-09-08 22:54:00
54.307848453683,18.599359989166,5,2021-09-08 23:25:00
54.090116744798,18.776301022653,5,2021-09-08 23:25:00
54.301641382504,18.617176221919,1,2021-09-08 23:25:00
54.32120696828,18.57657616824,4,2021-09-09 00:48:00
54.326152959109,18.587043780978,3,2021-09-09 05:25:00
54.325664930464,18.584297198947,3,2021-09-09 05:25:00
54.251456540624,18.190570730027,4,2021-09-09 05:30:00
54.337601826156,18.583508645508,2,2021-09-09 07:05:00
54.328762468685,18.563375473022,4,2021-09-09 07:24:00
54.337907250174,18.586101238606,2,2021-09-09 06:05:00
54.326275899018,18.591214493852,4,2021-09-09 07:43:00
54.33072164075,18.559189530542,3,2021-09-09 08:03:00
54.328742036861,18.5588226261,5,2021-09-09 08:07:00
54.338230691921,18.564162675441,5,2021-09-09 08:18:00
54.349411317766,18.564079105635,5,2021-09-09 08:32:00
54.344121150471,18.534204189102,5,2021-09-09 08:34:00
54.381919314859,18.585558479303,3,2021-09-09 08:40:00
54.341869098955,18.554387304362,4,2021-09-09 08:47:00
54.350700558349,18.533580785379,5,2021-09-09 08:54:00
54.383349718211,18.58732513561,3,2021-09-09 09:04:00
54.351574651929,18.533137063431,5,2021-09-09 08:45:00
54.350845764835,18.534522786868,5,2021-09-09 09:04:00
54.330187348992,18.59457907389,2,2021-09-09 07:07:00
54.350792848918,18.53327957461,3,2021-09-08 17:15:00
54.350717812949,18.533687270381,3,2021-09-09 09:15:00
54.344585073908,18.532435669676,5,2021-09-09 09:10:00
54.396957493128,18.563462458707,3,2021-09-09 09:26:00
54.437234891411,18.560937368797,2,2021-09-06 20:20:00
54.351733721561,18.530974809448,5,2021-09-09 09:26:00
54.36686716194,18.549032379159,3,2021-09-06 19:20:00
54.189459175622,18.675741722459,1,2021-09-09 09:30:00
54.375326875708,18.618417813354,3,2021-09-09 06:40:00
54.375263692018,18.617289418728,3,2021-09-09 09:39:00
54.349211671464,18.534323748805,3,2021-09-09 09:39:00
54.343512299797,18.592602677876,4,2021-09-09 07:43:00
54.348316345659,18.567148661855,3,2021-09-09 09:51:00
54.35169249739,18.533038575106,3,2021-09-09 09:50:00
54.305548875809,18.583425418639,5,2021-09-08 22:07:00
54.351725800647,18.53128882273,3,2021-09-08 16:50:00
54.374906751776,18.564293598912,4,2021-09-09 09:06:00
54.374956746321,18.564615463994,4,2021-09-08 09:06:00
54.335531275185,18.557024002075,5,2021-09-07 20:00:00
54.328375316927,18.552800613121,3,2021-09-09 10:22:00
54.332595325903,18.559514943815,4,2021-09-09 10:22:00
54.330361783714,18.551262330333,4,2021-09-09 10:22:00
54.386139831905,18.606859866898,3,2021-09-09 08:00:00
54.3482090487,18.588218557929,3,2021-09-09 10:31:00
54.351335622186,18.584892618751,2,2021-09-09 10:31:00
54.308127573677,18.567334834854,4,2021-09-08 22:30:00
54.379572585256,18.585929360365,1,2021-09-08 21:55:00
54.350020301103,18.583535265515,3,2021-09-09 11:41:00
54.326130729279,18.562115431537,2,2021-09-09 11:44:00
54.348216582845,18.587052428358,3,2021-09-09 11:47:00
54.345280979975,18.592500870644,2,2021-09-09 12:09:00
54.613753066605,18.797973682569,5,2021-09-09 12:29:00
54.373091483998,18.530314281806,4,2021-09-09 09:30:00
54.374136658059,18.567542936709,3,2021-09-08 17:30:00
54.32877139079,18.576693183885,3,2021-09-09 07:51:00
54.322056078361,18.617093751775,5,2021-09-09 01:54:00
54.33856721723,18.561348144333,4,2021-09-09 13:19:00
54.296679659849,18.563108157251,2,2021-09-09 13:34:00
54.35279081988,18.576179833389,3,2021-09-09 10:45:00
54.349289165595,18.608623833633,4,2021-09-07 07:35:00
54.34033056344,18.563217481033,5,2021-09-07 09:10:00
54.349615828659,18.534772396088,4,2021-09-06 14:01:00
54.349615828659,18.534772396088,5,2021-09-07 18:01:00
54.350177879463,18.533966835882,4,2021-09-09 14:10:00
54.357756650573,18.578567504883,3,2021-09-09 14:24:00
54.315320449449,18.549169569053,5,2021-09-08 23:00:00
54.345210285429,18.599325471294,3,2021-09-09 14:43:00
54.347527216543,18.553826808929,2,2021-09-09 16:04:00
54.323269410537,18.555800983763,5,2021-09-09 16:55:00
54.321181396544,18.604237233783,3,2021-09-08 07:07:00
